,complexity_mean,complexity_std,transformer,epochs,Datasets,Typ,Generation,models,method,tsr,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size
30,3.0432677360716722,0.05805422871678028,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,CNN,DLS,True,,,,,,
31,3.0562334034437417,0.056011653824206205,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,CNN,DL,True,,,,,,
32,3.1717940830010023,0.03888092679103234,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,CNN,GS,True,,,,,,
33,3.114461648484068,0.05322469824673921,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,CNN,GRAD,True,,,,,,
34,1.6094379124341003,2.278129578503827e-16,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,CNN,,,1000,random,uniform,SHAP,10,1
35,1.6094379124341003,2.278129578503827e-16,,,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_1_TS_50.npy,SmallMiddle,AutoRegressive,CNN,,,1000,random,uniform,Lime,10,1
36,3.7734233263375048,0.08250386032451605,mutate_both,100,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,,,,,,,,
37,3.7632216515228762,0.07545422067379841,authentic_opposing_information,100,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,,,,,,,,
38,1.969836106647323,1.2265529040681373,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,FO,False,,,,,,
39,2.0935446478206474,1.1383154607564605,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,FA,False,,,,,,
40,3.450008728580927,0.17772838953885978,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,SG,False,,,,,,
41,2.7533354134127084,0.3569560738913868,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,DLS,False,,,,,,
42,2.7751616483681802,0.3691571751489126,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,DL,False,,,,,,
43,2.846631882302444,0.18404553567161974,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,GS,False,,,,,,
44,2.955702105733608,0.3636066903017956,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,GRAD,False,,,,,,
45,2.938900243919977,0.10909284337733907,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,FO,True,,,,,,
46,2.9341060793306077,0.10789991608804286,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,FA,True,,,,,,
47,3.0480127373046884,0.16488781882241332,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,SG,True,,,,,,
48,2.9171125115190994,0.12483371252739171,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,DLS,True,,,,,,
49,2.9125888928804544,0.11865590388727716,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,DL,True,,,,,,
50,3.0791094932098444,0.22706462500320368,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,GS,True,,,,,,
51,2.9101088044579577,0.11870891619990386,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,GRAD,True,,,,,,
52,1.6094379124341003,2.278129578503827e-16,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,,,1000,random,uniform,SHAP,10,1
53,1.6094379124341003,2.278129578503827e-16,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,LSTM,,,1000,random,uniform,Lime,10,1
54,3.818286316183779,0.0367690809117275,mutate_both,100,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,,,,,,,,
55,3.8172047639184754,0.05953229802659495,authentic_opposing_information,100,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,,,,,,,,
56,3.1294840493295593,0.16271372995457228,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,FO,False,,,,,,
57,3.274402421574011,0.1262057521053285,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,FA,False,,,,,,
58,3.697057012746888,0.038056189339366456,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,SG,False,,,,,,
59,3.351680425169745,0.12477860618247351,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,DLS,False,,,,,,
60,3.1537904524601004,0.15739674093525224,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,DL,False,,,,,,
61,3.3400543675342975,0.11558065707549885,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,GS,False,,,,,,
62,3.359135643134355,0.20286905462953492,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,GRAD,False,,,,,,
63,3.039811517479781,0.077440170386193,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,FO,True,,,,,,
64,3.062217642661113,0.07457777915565157,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,FA,True,,,,,,
65,3.1731594574171793,0.04336011058877403,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,SG,True,,,,,,
66,3.058769188482351,0.06985595598905255,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,DLS,True,,,,,,
67,3.056526105656412,0.0664574846609584,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,DL,True,,,,,,
68,3.165851248158212,0.045201094456025916,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,GS,True,,,,,,
69,3.0583300006923846,0.0965844952105306,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,GRAD,True,,,,,,
70,1.6094379124341003,2.278129578503827e-16,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,,,1000,random,uniform,SHAP,10,1
71,1.6094379124341003,2.278129578503827e-16,,,SimulatedTrainingData_RareTime_AutoRegressive_F_1_TS_50.npy,RareTime,AutoRegressive,CNN,,,1000,random,uniform,Lime,10,1
72,3.824940792006295,0.02236830951705201,mutate_both,100,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,,,,,,,,
73,3.8209952001474035,0.015217242525950312,authentic_opposing_information,100,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,,,,,,,,
74,3.364521862868417,0.08658493596665455,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,FO,False,,,,,,
75,3.474003087142042,0.12062849538879077,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,FA,False,,,,,,
76,3.7047902129232027,0.05829002957586123,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,SG,False,,,,,,
77,3.454058448530804,0.09235319326624776,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,DLS,False,,,,,,
78,3.278606422869791,0.1538839776662278,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,DL,False,,,,,,
79,3.444594559742221,0.11599316371885139,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,GS,False,,,,,,
80,3.533799787671402,0.05412356660210685,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,GRAD,False,,,,,,
81,3.0675553767645436,0.04532445188995023,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,FO,True,,,,,,
82,3.0667586093607646,0.05224287531560122,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,FA,True,,,,,,
83,3.1708262034630006,0.039483862897216844,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,SG,True,,,,,,
84,3.068004836660467,0.0429423875602398,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,DLS,True,,,,,,
85,3.0569855737180345,0.034877203348111036,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,DL,True,,,,,,
86,3.1532223262520853,0.0453757189606851,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,GS,True,,,,,,
87,3.135964718907812,0.03538209982090497,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,GRAD,True,,,,,,
88,1.6094379124341003,2.278129578503827e-16,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,,,1000,random,uniform,SHAP,10,1
89,1.6094379124341003,2.278129578503827e-16,,,SimulatedTrainingData_PostionalTime_NARMA_F_1_TS_50.npy,PostionalTime,NARMA,CNN,,,1000,random,uniform,Lime,10,1
90,3.811267855391418,0.020869458033377686,mutate_both,100,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,,,,,,,,
91,3.8125527244428286,0.023375654367227258,authentic_opposing_information,100,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,,,,,,,,
92,3.355711178910596,0.09170316737190184,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,FO,False,,,,,,
93,3.522507367429667,0.06303116597070416,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,FA,False,,,,,,
94,3.7231296260590425,0.050114535313683914,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,SG,False,,,,,,
95,3.490024794747029,0.07080500041315871,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,DLS,False,,,,,,
96,3.3055641275916114,0.1106643796919041,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,DL,False,,,,,,
97,3.4949662127659082,0.07550189299160232,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,GS,False,,,,,,
98,3.5383061323781413,0.07251697576406363,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,GRAD,False,,,,,,
99,3.0794742930630647,0.04908006121526319,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,FO,True,,,,,,
100,3.0830719589952342,0.05138020784492692,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,FA,True,,,,,,
101,3.162727072282634,0.05177148735382001,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,SG,True,,,,,,
102,3.0885150615940273,0.04808430071337369,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,DLS,True,,,,,,
103,3.080585263688311,0.06020419096002999,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,DL,True,,,,,,
104,3.1693152521465993,0.04514767123629898,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,GS,True,,,,,,
105,3.148656904248784,0.038700512362556144,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,GRAD,True,,,,,,
106,1.6094379124341003,2.278129578503827e-16,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,,,1000,random,uniform,SHAP,10,1
107,1.6094379124341003,2.278129578503827e-16,,,SimulatedTrainingData_PostionalTime_Box_F_1_TS_50.npy,PostionalTime,Box,CNN,,,1000,random,uniform,Lime,10,1
108,3.8138651050730465,0.02642901465751541,mutate_both,100,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,,,,,,,,
109,3.8156989063723357,0.02280080861147486,authentic_opposing_information,100,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,,,,,,,,
110,1.5644769268981868,0.7258845603360359,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,FO,False,,,,,,
111,1.6511053191283611,0.6400773572811952,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,FA,False,,,,,,
112,2.7567494335648286,0.3567904904161875,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,SG,False,,,,,,
113,2.2430512867736736,0.39391998384759475,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,DLS,False,,,,,,
114,2.1214497833135777,0.3111297590019136,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,DL,False,,,,,,
115,2.4407581324801915,0.41835275812934286,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,GS,False,,,,,,
116,2.2026115211276838,0.14616496967872478,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,GRAD,False,,,,,,
117,1.5942542663314134,0.9563558158334204,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,FO,True,,,,,,
118,1.9691187975716535,0.6472230315607567,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,FA,True,,,,,,
119,3.099418851371248,0.10645125280850068,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,SG,True,,,,,,
120,2.2883550400899044,0.09136299079681916,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,DLS,True,,,,,,
121,2.29216919442409,0.19279112304692791,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,DL,True,,,,,,
122,3.1455524859068316,0.06726965820301734,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,GS,True,,,,,,
123,,,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,GRAD,True,,,,,,
124,1.6094379124341003,2.278129578503827e-16,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,,,1000,random,uniform,SHAP,10,1
125,1.6094379124341003,2.278129578503827e-16,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_1_TS_50.npy,PostionalTime,PseudoPeriodic,CNN,,,1000,random,uniform,Lime,10,1
126,3.7589082212405245,0.04029911663211908,mutate_both,100,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,,,,,,,,
127,3.7590179975259055,0.04486413012387938,authentic_opposing_information,100,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,,,,,,,,
128,1.2762713505004135,0.2131198482428124,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,FO,False,,,,,,
129,1.4240764693807937,0.12051227883269097,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,FA,False,,,,,,
130,1.4637373328503895,0.03633280426761095,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,SG,False,,,,,,
131,1.3510976451967456,0.26154414072924603,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,DLS,False,,,,,,
132,1.4062051722338462,0.23483395963202763,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,DL,False,,,,,,
133,1.2785354841485401,0.21243939232197684,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,GS,False,,,,,,
134,1.453336683933331,0.018047035747327134,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,GRAD,False,,,,,,
135,1.872317383743566,0.44762074281579006,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,FO,True,,,,,,
136,1.5815998844822339,0.6375336572015703,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,FA,True,,,,,,
137,3.1225843006034832,0.052363687826155775,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,SG,True,,,,,,
138,1.6258447422188769,0.21341798365216538,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,DLS,True,,,,,,
139,1.7807668249703414,0.35043977277706323,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,DL,True,,,,,,
140,3.1675480464883234,0.044157861693439486,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,GS,True,,,,,,
141,1.8522079580847362,0.3300520335383552,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,GRAD,True,,,,,,
142,1.6094379124341003,2.278129578503827e-16,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,,,1000,random,uniform,SHAP,10,1
143,1.6094379124341003,2.278129578503827e-16,,,SimulatedTrainingData_PostionalFeature_NARMA_F_1_TS_50.npy,PostionalFeature,NARMA,LSTM,,,1000,random,uniform,Lime,10,1
144,3.714526090100778,0.041745479076781715,mutate_both,100,SimulatedTrainingData_PostionalFeature_Harmonic_F_1_TS_50.npy,PostionalFeature,Harmonic,LSTM,,,,,,,,
145,3.6848544009162842,0.03751657435796318,authentic_opposing_information,100,SimulatedTrainingData_PostionalFeature_Harmonic_F_1_TS_50.npy,PostionalFeature,Harmonic,LSTM,,,,,,,,
146,3.0587435612249094,0.2660875973217129,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_1_TS_50.npy,PostionalFeature,Harmonic,LSTM,FO,False,,,,,,
147,3.1296417795279363,0.32901624789062883,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_1_TS_50.npy,PostionalFeature,Harmonic,LSTM,FA,False,,,,,,
148,2.540769638289912,0.2068370175970309,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_1_TS_50.npy,PostionalFeature,Harmonic,LSTM,SG,False,,,,,,
149,3.11548935894941,0.2794960556932638,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_1_TS_50.npy,PostionalFeature,Harmonic,LSTM,DLS,False,,,,,,
150,3.1033477021402556,0.2961163396377634,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_1_TS_50.npy,PostionalFeature,Harmonic,LSTM,DL,False,,,,,,
151,3.288685871730838,0.20155860323636954,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_1_TS_50.npy,PostionalFeature,Harmonic,LSTM,GS,False,,,,,,
152,3.3368222129443597,0.2726991806350716,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_1_TS_50.npy,PostionalFeature,Harmonic,LSTM,GRAD,False,,,,,,
153,3.0108786198773263,0.07778339383175145,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_1_TS_50.npy,PostionalFeature,Harmonic,LSTM,FO,True,,,,,,
