,AverageSensitivity_mean,MaxSensitivity_mean,AverageSensitivity_std,MaxSensitivity_std,method,tsr,Datasets,Typ,Generation,models,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,transformer,epochs
11,0.5929664601503364,0.6994586460953591,0.204933760747569,0.2296601953299924,GS,False,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,,,,,,,,
12,0.28000350036894617,0.378816445420071,0.11511557844039054,0.13135124122907438,GRAD,False,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,,,,,,,,
13,1.0091259651981468,1.1392403756564042,0.33056634085182424,0.371832547856882,SG,True,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,,,,,,,,
14,1.00496769188138,1.1391253017824912,0.33881311852174806,0.37397721600200523,GS,True,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,,,,,,,,
15,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,1000,random,uniform,Lime,10,1,,
16,0.8482182545116587,0.9927937020284798,0.334699789189078,0.380892610495626,GRAD,True,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,,,,,,,,
17,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,,,,,,,authentic_opposing_information,100
18,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,1000,random,uniform,Lime,10,1,,
19,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,,,,,,,authentic_opposing_information,100
20,0.5871323173890836,0.7008552582814978,0.1618619965868357,0.1741607144014284,FO,False,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,,,,,,
21,0.2576002398750936,0.34333513558207746,0.09088557552258901,0.11762078590849186,SG,False,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,,,,,,
22,0.5321322287571555,0.6339587389797915,0.13134799637029107,0.14956092986683475,GS,False,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,,,,,,
23,0.23970047850590442,0.39720678346782823,0.07413883038408042,0.10478353276377234,GRAD,False,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,,,,,,
24,0.9392384395231872,1.0624974056030174,0.2180052288260526,0.2546876697105975,SG,True,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,,,,,,
25,0.9331372532989601,1.0568021202050824,0.21120159677383274,0.23230106554366425,GS,True,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,,,,,,
26,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,1000,random,uniform,Lime,10,1,,
27,0.6974202052727818,0.8262310729819546,0.20206451317726642,0.2238454644505417,GRAD,True,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,,,,,,
28,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,,,,,authentic_opposing_information,100
29,,,,,FO,False,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,,,,,,
30,0.4138725827514561,0.851145163801758,0.23494738624688372,0.16569762780586034,SG,False,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,,,,,,
31,0.2094868737384686,0.458202984027975,0.27353296247859205,0.38383849977267637,GS,False,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,,,,,,
32,0.002972198564619536,5.942617161971995e-08,0.013292068341301247,2.3238522447971527e-07,GRAD,False,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,,,,,,
33,1.0382213798244302,1.3329350130979152,0.3516561676972761,0.3959274636610354,SG,True,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,,,,,,
34,1.0482291602844949,1.2785588025099133,0.362750980748526,0.3880865242641828,GS,True,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,,,,,,
35,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,1000,random,uniform,Lime,10,1,,
36,0.4959152106346596,0.639471701403987,0.19344510192048023,0.2163041384981482,GRAD,True,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,,,,,,
37,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,,,,,authentic_opposing_information,100
38,0.5886818289315158,0.700343046591531,0.28483196676735906,0.3126850540401795,FO,False,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,,
39,0.4169316456236959,0.5217078720633316,0.08137284547225364,0.09676137733921207,SG,False,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,,
40,0.5518233891395924,0.6563127882846781,0.22745644822736813,0.2472228159118246,GS,False,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,,
41,0.3264000413496605,0.4304197334251472,0.10735035547271769,0.12703205522135813,GRAD,False,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,,
42,0.9582186853917551,1.089908343791945,0.3193392245933557,0.35895930068950527,SG,True,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,,
43,0.9538305805028322,1.09017057087329,0.33326842231419124,0.37025609793818737,GS,True,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,,
44,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,1000,random,uniform,Lime,10,1,,
45,0.8003273438870163,0.9569138350566648,0.32190879803256195,0.38059607161420766,GRAD,True,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,,
46,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,,,,authentic_opposing_information,100
47,0.41369244225124885,0.5543495129070307,0.2706932146752501,0.3443003427452985,FO,False,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,,
48,0.5641535716251407,0.8851624212702504,0.31649044633903206,0.4266626655300798,SG,False,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,,
49,0.513674178955889,0.769675136787874,0.2880110875887745,0.22824713529131616,GS,False,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,,
50,0.1354375689686556,0.4088830694517247,0.18305433562393864,0.556811275646448,GRAD,False,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,,
51,0.8703585667997086,1.0302959011833173,0.3390072190499227,0.40251940283294513,SG,True,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,,
52,0.9738469814064195,1.1416733180357936,0.3395776500903511,0.378896895652186,GS,True,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,,
53,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,1000,random,uniform,Lime,10,1,,
54,0.6183703908892125,0.7816253345564902,0.3356674964081868,0.38641666022114257,GRAD,True,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,,
55,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,,,,authentic_opposing_information,100
56,0.5497986307703059,0.674478938923048,0.09500212655946605,0.1435164686881364,FO,False,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,,,,,,
57,0.26642740694067096,0.33942706059924305,0.05333508682612445,0.06673757738822919,SG,False,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,,,,,,
58,0.5361100766905622,0.6511534466511957,0.111787752474357,0.12468797482503478,GS,False,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,,,,,,
59,0.2758166163706616,0.45225728999195747,0.09376248913208006,0.15446232087141215,GRAD,False,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,,,,,,
60,0.941461240223998,1.060372612194819,0.17503783686499236,0.1921411314108287,SG,True,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,,,,,,
61,0.9423779603148305,1.0816680704653374,0.15908041235513745,0.18557473407967565,GS,True,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,,,,,,
62,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,1000,random,uniform,Lime,10,1,,
63,0.7616976861668971,0.915933993482113,0.14734746377759808,0.17314260904504541,GRAD,True,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,,,,,,
64,,,,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_1_TS_50.npy,Middle,PseudoPeriodic,CNN,,,,,,,authentic_opposing_information,100
65,0.2712673614408584,0.4051206460151572,0.07903575440606453,0.08937224764395978,FO,False,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,,,,,,
66,0.0714395198676613,0.11865179419963083,0.015547594377781169,0.025761309709672553,SG,False,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,,,,,,
67,0.2601684005100339,0.38149996342583486,0.0816435734596209,0.07535421939019646,GS,False,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,,,,,,
68,0.029014800738361407,0.05072434937855007,0.004745332687438516,0.012754290141284328,GRAD,False,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,,,,,,
69,0.9448569778678652,1.0678638113146195,0.16496368271017514,0.19446689884280044,SG,True,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,,,,,,
70,0.9377446335573818,1.070734258667732,0.16156305011891003,0.20447498605238673,GS,True,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,,,,,,
71,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,1000,random,uniform,Lime,10,1,,
72,0.4985246918028767,0.6234979303264466,0.06434586801714111,0.05838483630474487,GRAD,True,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,,,,,,
73,,,,,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,,,,,authentic_opposing_information,100
74,0.13221472138369375,0.19989128839380865,0.16876663085028973,0.23456638050553946,FO,False,SimulatedTrainingData_RareFeature_CAR_F_1_TS_50.npy,RareFeature,CAR,LSTM,,,,,,,,
75,0.6651381134469887,1.0897565373823208,0.40021355885968135,0.5444602447709727,SG,False,SimulatedTrainingData_RareFeature_CAR_F_1_TS_50.npy,RareFeature,CAR,LSTM,,,,,,,,
76,0.6493528596641969,0.805000114098809,0.3293228407611672,0.4025278434561875,GS,False,SimulatedTrainingData_RareFeature_CAR_F_1_TS_50.npy,RareFeature,CAR,LSTM,,,,,,,,
77,0.051257347514039285,0.24858975905628228,0.059174072336309586,0.28019452768524633,GRAD,False,SimulatedTrainingData_RareFeature_CAR_F_1_TS_50.npy,RareFeature,CAR,LSTM,,,,,,,,
78,1.0968242355005227,1.4506898447565906,0.5603839753365253,0.6510501042383213,SG,True,SimulatedTrainingData_RareFeature_CAR_F_1_TS_50.npy,RareFeature,CAR,LSTM,,,,,,,,
