,monoton_uniform_mean,faithfulness_correlation_uniform_mean,monoton_mean_mean,faithfulness_correlation_mean_mean,monoton_synthetic_mean,faithfulness_correlation_synthetic_flex_mean,monoton_uniform_std,faithfulness_correlation_uniform_std,monoton_mean_std,faithfulness_correlation_mean_std,monoton_synthetic_std,faithfulness_correlation_synthetic_flex_std,method,tsr,Datasets,Typ,Generation,models,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,transformer,epochs,faithfulness_correlation_synthtic_flex_mean,faithfulness_correlation_synthtic_flex_std,monoton_synthtic_mean,monoton_synthtic_std
13,0.0,0.05044766603187608,1.0,0.033410104842079236,1.0,0.10579257989850654,0.0,0.5450920728762086,0.0,0.7331009278156163,0.0,0.8520760458757329,SG,False,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,LSTM,,,,,,,,,,,,
14,0.0,0.08535740627353398,1.0,0.036036818667474046,1.0,0.09008162546552828,0.0,0.5144450752327124,0.0,0.8142771089222676,0.0,0.7767581730552943,GS,False,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,LSTM,,,,,,,,,,,,
15,0.0,0.09132096607236204,1.0,0.023179437170920726,1.0,0.09814537325441955,0.0,0.4914690856636996,0.0,0.7624663676312832,0.0,0.9144835786337708,GRAD,False,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,LSTM,,,,,,,,,,,,
16,0.0,0.017767494480936195,1.0,0.010830480706666323,1.0,-0.022534613197782036,0.0,0.12205456347572578,0.0,0.14471137858284616,0.0,0.13741811378915406,FO,True,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,LSTM,,,,,,,,,,,,
17,0.0,0.004520846546074761,1.0,-0.020256075639884567,1.0,0.05096103157617452,0.0,0.13568945796915602,0.0,0.16157837738822006,0.0,0.22457040882654655,SG,True,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,LSTM,,,,,,,,,,,,
18,0.0,-0.02460205415612311,1.0,-0.04371823811714347,1.0,-0.06615348188935173,0.0,0.15969735506728985,0.0,0.14903633490724827,0.0,0.14016386155216165,GS,True,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,LSTM,,,,,,,,,,,,
19,0.0,-0.013449024383518447,1.0,-0.031126606981778587,1.0,-0.026232084815152767,0.0,0.07992436218292477,0.0,0.110798725801356,0.0,0.12789904258412613,GRAD,True,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,LSTM,,,,,,,,,,,,
20,0.0,0.2635176230865831,1.0,0.32341372850189454,1.0,0.08764873863718493,0.0,0.13842650918677168,0.0,0.2974556386408011,0.0,0.40483494544035775,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,LSTM,1000,random,uniform,SHAP,10,1,,,,,,
21,0.0,0.11089435448739071,1.0,0.14161440177259024,1.0,0.06247452895019513,0.0,0.22151076951278373,0.0,0.2871479485383322,0.0,0.15574495666965557,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,LSTM,1000,random,uniform,Lime,10,1,,,,,,
22,0.0,-0.029063761840593245,1.0,-0.05408726774953081,1.0,-0.008757648580686051,0.0,0.16231916069334046,0.0,0.2925636587085835,0.0,0.15425500123201905,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,CNN,,,,,,,mutate_both,100,,,,
23,0.0,-0.005526207284538354,1.0,0.11878776434944227,1.0,0.030500784653126882,0.0,0.1502476784734331,0.0,0.2961891919995684,0.0,0.17779767579043942,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,CNN,,,,,,,authentic_opposing_information,100,,,,
24,0.0,0.08216922643303445,1.0,0.19041511270123368,1.0,0.08806133953128638,0.0,0.20733859507821245,0.0,0.38369757875049426,0.0,0.18825871798514926,FO,False,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,CNN,,,,,,,,,,,,
25,0.0,0.09496662737631231,1.0,0.15316341326331903,1.0,0.011487278168373857,0.0,0.11394007571414827,0.0,0.20427196949283224,0.0,0.16819633083811567,SG,False,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,CNN,,,,,,,,,,,,
26,0.0,0.1225549959076259,1.0,0.15741774563792152,1.0,0.044060129537653855,0.0,0.15778726048795116,0.0,0.30746593772701236,0.0,0.1451484804382315,GS,False,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,CNN,,,,,,,,,,,,
27,0.0,0.06866790688763338,1.0,0.02319877015334354,1.0,0.07580413539698364,0.0,0.1624577099554389,0.0,0.24281792550732847,0.0,0.2244351410304589,GRAD,False,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,CNN,,,,,,,,,,,,
28,0.0,-0.08175984734643907,1.0,-0.1293003134971667,1.0,-0.04439422912179363,0.0,0.12359172537009532,0.0,0.23555165777872775,0.0,0.15772556641372956,FO,True,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,CNN,,,,,,,,,,,,
29,0.05,0.028410056881982764,1.0,0.040898806796149434,1.0,-0.04166371807815999,0.22360679774997896,0.10729364413315313,0.0,0.17989406596503577,0.0,0.1319454038037077,SG,True,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,CNN,,,,,,,,,,,,
30,0.0,-0.01419033141990376,1.0,-0.01625513907883815,1.0,-0.08682307599395554,0.0,0.12538461568219486,0.0,0.14799937029624044,0.0,0.1183342150143257,GS,True,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,CNN,,,,,,,,,,,,
31,0.0,-0.05365619580724457,1.0,-0.08534627831880806,1.0,-0.019520099400386993,0.0,0.15237762587651704,0.0,0.24702779503142336,0.0,0.14364174823067855,GRAD,True,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,CNN,,,,,,,,,,,,
32,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,CNN,1000,random,uniform,SHAP,10,1,,,,,,
33,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,,,SimulatedTrainingData_RareTime_PseudoPeriodic_F_1_TS_50.npy,RareTime,PseudoPeriodic,CNN,1000,random,uniform,Lime,10,1,,,,,,
34,0.0,-0.01574473911811861,1.0,-0.020711545289205584,1.0,0.027927229891426642,0.0,0.16824189804133305,0.0,0.19070970118875255,0.0,0.2429456053167284,,,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,LSTM,,,,,,,mutate_both,100,,,,
35,0.0,-0.033575725634675785,1.0,-0.06358975686656179,1.0,-0.011804983239629563,0.0,0.132450211929142,0.0,0.23635028408875156,0.0,0.1646356162578497,,,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,LSTM,,,,,,,authentic_opposing_information,100,,,,
36,0.0,0.09770500332024006,1.0,0.06608255387348085,1.0,0.157237955911503,0.0,0.3467663522072018,0.0,0.5230681789721853,0.0,0.5402400132387959,FO,False,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,LSTM,,,,,,,,,,,,
37,0.0,0.0029980450212805433,1.0,-0.05888285335096664,1.0,0.14437089540120326,0.0,0.35965850040946173,0.0,0.4845121203976904,0.0,0.40466313224125183,SG,False,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,LSTM,,,,,,,,,,,,
38,0.0,0.002060573967777651,1.0,-0.06749193084622652,1.0,-0.0604040741342336,0.0,0.38962918102378874,0.0,0.5276349988033416,0.0,0.4455755994259411,GS,False,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,LSTM,,,,,,,,,,,,
39,0.0,0.04565875931710387,1.0,-0.05782361619723787,1.0,0.07285364392902734,0.0,0.3455150639120947,0.0,0.45570395134446434,0.0,0.4999159192397888,GRAD,False,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,LSTM,,,,,,,,,,,,
40,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,FO,True,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,LSTM,,,,,,,,,,,,
41,0.0,-0.03925389416104007,1.0,-0.06528343335620661,1.0,-0.03887445805046924,0.0,0.07794049194745854,0.0,0.16330386230557584,0.0,0.14314843424787704,SG,True,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,LSTM,,,,,,,,,,,,
42,0.0,0.004643843704785919,1.0,0.026060092935404344,1.0,0.04006846137706714,0.0,0.1321956915077843,0.0,0.172001342141423,0.0,0.18965390973429538,GS,True,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,LSTM,,,,,,,,,,,,
43,0.0,0.010600993577797093,1.0,0.02384868322842335,1.0,0.008790036137484188,0.0,0.08205892899955994,0.0,0.1170491944118444,0.0,0.10133358216092257,GRAD,True,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,LSTM,,,,,,,,,,,,
44,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,,,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,LSTM,1000,random,uniform,SHAP,10,1,,,,,,
45,0.0,0.06178396325926176,1.0,0.04508458468424467,1.0,0.0385850481470703,0.0,0.21114891881085845,0.0,0.2815333614876625,0.0,0.32384643573063127,,,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,LSTM,1000,random,uniform,Lime,10,1,,,,,,
46,0.0,-0.02376299416102117,1.0,0.008695897323021668,1.0,-0.04288774550438553,0.0,0.1622467513298958,0.0,0.3999357730459155,0.0,0.29190986463487606,,,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,CNN,,,,,,,mutate_both,100,,,,
47,0.0,0.024334789567602676,1.0,-0.03662715584040332,1.0,-0.014856958498907141,0.0,0.15625229232222454,0.0,0.32362591724538875,0.0,0.2175738078591613,,,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,CNN,,,,,,,authentic_opposing_information,100,,,,
48,0.0,0.20485500717842778,1.0,0.42935390364208115,1.0,0.3517929592796759,0.0,0.18419656992255626,0.0,0.34065832544460956,0.0,0.296057489901675,FO,False,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,CNN,,,,,,,,,,,,
49,0.05,0.07904297607801143,1.0,0.1742864877778348,1.0,0.13864966681150848,0.22360679774997894,0.1398103967176841,0.0,0.20954479759480432,0.0,0.17034603313886945,SG,False,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,CNN,,,,,,,,,,,,
50,0.05,0.2289980151077747,1.0,0.44223059646586876,1.0,0.35656799029954983,0.22360679774997896,0.14940950392182475,0.0,0.24205112421206482,0.0,0.2949411262743185,GS,False,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,CNN,,,,,,,,,,,,
51,0.05,0.22463604773595797,1.0,0.44836605581372246,1.0,0.2953526304460351,0.22360679774997894,0.1585395214706743,0.0,0.2935951597350165,0.0,0.41369792104632647,GRAD,False,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,CNN,,,,,,,,,,,,
52,0.1,-0.04174208015118615,1.0,-0.02380092832286798,1.0,-0.04822065665849818,0.30779350562554625,0.18081282900381823,0.0,0.25673911122007625,0.0,0.2701572592535663,FO,True,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,CNN,,,,,,,,,,,,
53,0.0,0.02009724538864855,1.0,-0.005416254733281731,1.0,0.03486567532088165,0.0,0.08247060931337605,0.0,0.16924286668006747,0.0,0.15280850886769412,SG,True,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,CNN,,,,,,,,,,,,
54,0.05,0.010914814286939856,1.0,-0.05344698836545884,1.0,-0.059528943399405496,0.22360679774997894,0.10482272577631094,0.0,0.18700101876298758,0.0,0.1793137895890483,GS,True,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,CNN,,,,,,,,,,,,
55,0.0,-0.014446401028053033,1.0,-0.031499897103872236,1.0,-0.09581441427160879,0.0,0.18906245760751875,0.0,0.3163313623531517,0.0,0.2139789714469404,GRAD,True,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,CNN,,,,,,,,,,,,
56,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,,,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,CNN,1000,random,uniform,SHAP,10,1,,,,,,
57,0.0,-0.04712519288259486,1.0,-0.09119327572369752,1.0,-0.08302659529971448,0.0,0.09338809222537604,0.0,0.095700715820317,0.0,0.11372198918288152,,,SimulatedTrainingData_RareTime_NARMA_F_1_TS_50.npy,RareTime,NARMA,CNN,1000,random,uniform,Lime,10,1,,,,,,
58,0.0,-0.038724060908916315,1.0,-0.06655112212618168,1.0,-0.0671572361114231,0.0,0.14128998194375605,0.0,0.21791611483765894,0.0,0.221564812280073,,,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,LSTM,,,,,,,mutate_both,100,,,,
59,0.0,-0.04315642554916741,1.0,0.003949270927113889,1.0,-0.008480985192143475,0.0,0.21560260531031702,0.0,0.236261190253586,0.0,0.18159371967692625,,,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,LSTM,,,,,,,authentic_opposing_information,100,,,,
60,0.0,-0.3072697353148147,1.0,-0.35318963056768343,1.0,-0.11450940692302695,0.0,0.39803834279685657,0.0,0.552245518486657,0.0,0.7510629155995199,FO,False,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,LSTM,,,,,,,,,,,,
61,0.0,-0.1567742364326476,1.0,-0.2519583289354284,1.0,-0.2692743915442505,0.0,0.4775912236136477,0.0,0.675034390954989,0.0,0.8950409735260894,SG,False,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,LSTM,,,,,,,,,,,,
62,0.0,-0.21484878857830983,1.0,-0.26651300981495835,1.0,-0.30484569505271253,0.0,0.5226380261557783,0.0,0.7210827037188106,0.0,0.7409454741413696,GS,False,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,LSTM,,,,,,,,,,,,
63,0.0,-0.17954289158125608,1.0,-0.30527818255496897,1.0,-0.09782059445555198,0.0,0.4928616776142274,0.0,0.6978350288157982,0.0,0.26513812281701954,GRAD,False,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,LSTM,,,,,,,,,,,,
64,0.0,0.06519664535204327,1.0,0.01167315945981408,1.0,0.02576694297345104,0.0,0.1037966551397137,0.0,0.12778427421121397,0.0,0.10256503185912187,FO,True,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,LSTM,,,,,,,,,,,,
65,0.0,-0.030844342855650818,1.0,-0.0258521004963145,1.0,-0.06230204680678364,0.0,0.11188579577337973,0.0,0.16126039649682525,0.0,0.1676721282836759,SG,True,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,LSTM,,,,,,,,,,,,
66,0.0,0.039616517120746916,1.0,0.018838464754249794,1.0,0.012113904162907297,0.0,0.14071571453096043,0.0,0.16881014392407487,0.0,0.18939900425176145,GS,True,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,LSTM,,,,,,,,,,,,
67,0.0,0.05750143801952399,1.0,0.05479206776863381,1.0,0.059598735505380564,0.0,0.11517883930131233,0.0,0.13548664001600114,0.0,0.1939760255864353,GRAD,True,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,LSTM,,,,,,,,,,,,
68,0.0,0.24391120195712168,1.0,0.2985018511060836,1.0,-0.25496571265908763,0.0,0.2045766829570965,0.0,0.2709804539856084,0.0,0.5655123182944084,,,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,LSTM,1000,random,uniform,SHAP,10,1,,,,,,
69,0.0,0.07027609021974564,1.0,0.060385827843228525,1.0,-0.08851354623210443,0.0,0.16705263946439786,0.0,0.2613038755250686,0.0,0.1928789707938707,,,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,LSTM,1000,random,uniform,Lime,10,1,,,,,,
70,0.0,0.05919198162155378,1.0,0.06106973605964846,1.0,0.029141992754362755,0.0,0.16971850648203327,0.0,0.2510861508797076,0.0,0.1403686125066703,,,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,CNN,,,,,,,mutate_both,100,,,,
71,0.1,0.04491386260081765,1.0,0.03266719585691654,1.0,0.03710294408750907,0.30779350562554625,0.15071608733946917,0.0,0.26906442758975185,0.0,0.14310782884081039,,,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,CNN,,,,,,,authentic_opposing_information,100,,,,
72,0.0,0.0962516559845422,1.0,0.007111848409987287,1.0,0.009316809754857457,0.0,0.23919093633596328,0.0,0.39445062229266514,0.0,0.13585174502008476,FO,False,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,CNN,,,,,,,,,,,,
73,0.1,0.026713510277569158,1.0,-0.07902090038277323,1.0,0.013435043607692095,0.30779350562554625,0.1306527321370907,0.0,0.1999632620807403,0.0,0.16476747205653156,SG,False,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,CNN,,,,,,,,,,,,
74,0.1,0.17709415123704048,1.0,0.05669425165043229,1.0,0.009212260639477679,0.30779350562554625,0.22571822731343122,0.0,0.30030715481591874,0.0,0.13203338669303497,GS,False,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,CNN,,,,,,,,,,,,
75,0.0,0.08918176934501906,1.0,-0.10639929785393965,1.0,-0.03551033487012211,0.0,0.21625316940691033,0.0,0.28958336642655874,0.0,0.1429965226262507,GRAD,False,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,CNN,,,,,,,,,,,,
76,0.05,-0.023765353400190342,1.0,-0.017665674032884635,1.0,0.015217434236685862,0.22360679774997894,0.11724569262873206,0.0,0.22225856130836041,0.0,0.11414446530715174,FO,True,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,CNN,,,,,,,,,,,,
77,0.0,-0.015063026346073451,1.0,0.004999200420049037,1.0,0.02447092985822682,0.0,0.11561849974108358,0.0,0.1960479387273977,0.0,0.13068895143122175,SG,True,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,CNN,,,,,,,,,,,,
78,0.05,0.026789736736806003,1.0,-0.03536018652642769,1.0,0.009514296620990266,0.22360679774997894,0.11140322056546877,0.0,0.14876646458073853,0.0,0.10548779918148217,GS,True,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,CNN,,,,,,,,,,,,
79,0.0,-0.026894333301156037,1.0,-0.010897927490097766,1.0,0.031010376697332042,0.0,0.12525927536262954,0.0,0.18656229342937536,0.0,0.13728229669252526,GRAD,True,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,CNN,,,,,,,,,,,,
80,0.05,,1.0,,1.0,,0.22360679774997894,,0.0,,0.0,,,,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,CNN,1000,random,uniform,SHAP,10,1,,,,,,
81,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,,,SimulatedTrainingData_RareTime_Harmonic_F_1_TS_50.npy,RareTime,Harmonic,CNN,1000,random,uniform,Lime,10,1,,,,,,
82,0.0,0.014098197895750193,1.0,-0.013871143977562944,1.0,-0.012721275680747995,0.0,0.11512275789825945,0.0,0.11873701234471223,0.0,0.15112887796857713,,,SimulatedTrainingData_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,mutate_both,100,,,,
83,0.0,-0.057208206198604075,1.0,0.019332941151487978,1.0,0.01279385741698398,0.0,0.17617141329246447,0.0,0.23574681316783036,0.0,0.19988743651797264,,,SimulatedTrainingData_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,authentic_opposing_information,100,,,,
84,0.0,-0.18417321477593257,1.0,-0.0989838031327376,1.0,-0.12974759538733327,0.0,0.44943158440104003,0.0,0.6907111160290662,0.0,0.7743917355984063,FO,False,SimulatedTrainingData_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,,,,,,
85,0.0,-0.15417275132516814,1.0,-0.03574045542499944,1.0,-0.18255985696532284,0.0,0.3388411649883438,0.0,0.5973680130745445,0.0,0.8194692820861708,SG,False,SimulatedTrainingData_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,,,,,,
86,0.0,-0.2085626258584405,1.0,-0.17192207036495857,1.0,-0.21555549590062845,0.0,0.38873825723778904,0.0,0.6057360420302251,0.0,0.7685330588529693,GS,False,SimulatedTrainingData_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,,,,,,
87,0.0,-0.14351003064446038,1.0,0.0034896073758841294,1.0,-0.10957701297857596,0.0,0.3931815207770595,0.0,0.5673332283290089,0.0,0.9402448485975428,GRAD,False,SimulatedTrainingData_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,,,,,,
88,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,FO,True,SimulatedTrainingData_RareTime_CAR_F_1_TS_50.npy,RareTime,CAR,LSTM,,,,,,,,,,,,
