,complexity_mean,complexity_std,transformer,epochs,Datasets,Typ,Generation,models,method,tsr
47,6.800946568120997,0.5187006248160326,,,SimulatedTrainingData_RareFeature_Box_F_50_TS_50.npy,RareFeature,Box,LSTM,GS,False
48,6.808255949324493,0.4884899891706557,,,SimulatedTrainingData_RareFeature_Box_F_50_TS_50.npy,RareFeature,Box,LSTM,IG,False
49,6.130705969908506,0.5744494815832593,,,SimulatedTrainingData_RareFeature_Box_F_50_TS_50.npy,RareFeature,Box,LSTM,GRAD,False
50,6.100713719778485,0.9504910803521721,,,SimulatedTrainingData_RareFeature_Box_F_50_TS_50.npy,RareFeature,Box,LSTM,FO,True
51,6.845907774058956,0.3214284557693582,,,SimulatedTrainingData_RareFeature_Box_F_50_TS_50.npy,RareFeature,Box,LSTM,SG,True
52,3.952335098943918,1.6754860971773091,,,SimulatedTrainingData_RareFeature_Box_F_50_TS_50.npy,RareFeature,Box,LSTM,GS,True
53,6.08221984916944,0.9545032155074575,,,SimulatedTrainingData_RareFeature_Box_F_50_TS_50.npy,RareFeature,Box,LSTM,IG,True
54,5.7127119572338465,1.2796691426791857,,,SimulatedTrainingData_RareFeature_Box_F_50_TS_50.npy,RareFeature,Box,LSTM,GRAD,True
55,7.646207263641789,0.019967507826022742,authentic_opposing_information,100,SimulatedTrainingData_RareFeature_AutoRegressive_F_50_TS_50.npy,RareFeature,AutoRegressive,LSTM,,
56,7.239312750957661,0.256030267780888,,,SimulatedTrainingData_RareFeature_AutoRegressive_F_50_TS_50.npy,RareFeature,AutoRegressive,LSTM,FO,False
57,6.979920191310589,0.4286718462475385,,,SimulatedTrainingData_RareFeature_AutoRegressive_F_50_TS_50.npy,RareFeature,AutoRegressive,LSTM,SG,False
58,6.734226314613679,0.5309636033182874,,,SimulatedTrainingData_RareFeature_AutoRegressive_F_50_TS_50.npy,RareFeature,AutoRegressive,LSTM,GS,False
59,6.949899067214625,0.30755800797598376,,,SimulatedTrainingData_RareFeature_AutoRegressive_F_50_TS_50.npy,RareFeature,AutoRegressive,LSTM,IG,False
60,6.145900670068958,0.3994476369990868,,,SimulatedTrainingData_RareFeature_AutoRegressive_F_50_TS_50.npy,RareFeature,AutoRegressive,LSTM,GRAD,False
61,5.965621582972867,0.8822441610270595,,,SimulatedTrainingData_RareFeature_AutoRegressive_F_50_TS_50.npy,RareFeature,AutoRegressive,LSTM,FO,True
62,6.497965708184627,0.5815470619632206,,,SimulatedTrainingData_RareFeature_AutoRegressive_F_50_TS_50.npy,RareFeature,AutoRegressive,LSTM,SG,True
63,4.049308178187279,1.3137024409103983,,,SimulatedTrainingData_RareFeature_AutoRegressive_F_50_TS_50.npy,RareFeature,AutoRegressive,LSTM,GS,True
64,6.474766970307053,0.28996495238222514,,,SimulatedTrainingData_RareFeature_AutoRegressive_F_50_TS_50.npy,RareFeature,AutoRegressive,LSTM,IG,True
65,6.247446462338117,0.25611162127798565,,,SimulatedTrainingData_RareFeature_AutoRegressive_F_50_TS_50.npy,RareFeature,AutoRegressive,LSTM,GRAD,True
66,7.595211348004338,0.008245326718652841,authentic_opposing_information,100,SimulatedTrainingData_PostionalTime_NARMA_F_50_TS_50.npy,PostionalTime,NARMA,LSTM,,
67,,,,,SimulatedTrainingData_PostionalTime_NARMA_F_50_TS_50.npy,PostionalTime,NARMA,LSTM,FO,False
68,7.204106658460804,0.19925439468898337,,,SimulatedTrainingData_PostionalTime_NARMA_F_50_TS_50.npy,PostionalTime,NARMA,LSTM,SG,False
69,6.650690187156492,0.950149182755562,,,SimulatedTrainingData_PostionalTime_NARMA_F_50_TS_50.npy,PostionalTime,NARMA,LSTM,GS,False
70,6.9737659378738766,0.2142073534852917,,,SimulatedTrainingData_PostionalTime_NARMA_F_50_TS_50.npy,PostionalTime,NARMA,LSTM,IG,False
71,5.000701855561698,0.824579636997148,,,SimulatedTrainingData_PostionalTime_NARMA_F_50_TS_50.npy,PostionalTime,NARMA,LSTM,GRAD,False
72,,,,,SimulatedTrainingData_PostionalTime_NARMA_F_50_TS_50.npy,PostionalTime,NARMA,LSTM,FO,True
73,5.050591540031716,1.6641412467326724,,,SimulatedTrainingData_PostionalTime_NARMA_F_50_TS_50.npy,PostionalTime,NARMA,LSTM,SG,True
74,4.12554059284295,2.216810029895091,,,SimulatedTrainingData_PostionalTime_NARMA_F_50_TS_50.npy,PostionalTime,NARMA,LSTM,GS,True
75,6.387127860383618,0.9212519827421799,,,SimulatedTrainingData_PostionalTime_NARMA_F_50_TS_50.npy,PostionalTime,NARMA,LSTM,IG,True
76,6.215164884562079,0.8001589951619447,,,SimulatedTrainingData_PostionalTime_NARMA_F_50_TS_50.npy,PostionalTime,NARMA,LSTM,GRAD,True
77,7.605429046935045,0.03263677800516428,authentic_opposing_information,100,SimulatedTrainingData_PostionalTime_Harmonic_F_50_TS_50.npy,PostionalTime,Harmonic,CNN,,
78,7.4359008598871,0.058461770269949864,,,SimulatedTrainingData_PostionalTime_Harmonic_F_50_TS_50.npy,PostionalTime,Harmonic,CNN,FO,False
79,7.279112985777535,0.1895390764244116,,,SimulatedTrainingData_PostionalTime_Harmonic_F_50_TS_50.npy,PostionalTime,Harmonic,CNN,SG,False
80,7.2121633239908025,0.09194997539528271,,,SimulatedTrainingData_PostionalTime_Harmonic_F_50_TS_50.npy,PostionalTime,Harmonic,CNN,GS,False
81,7.180772888935397,0.08895271625950336,,,SimulatedTrainingData_PostionalTime_Harmonic_F_50_TS_50.npy,PostionalTime,Harmonic,CNN,IG,False
82,7.205701829323179,0.1717322579811027,,,SimulatedTrainingData_PostionalTime_Harmonic_F_50_TS_50.npy,PostionalTime,Harmonic,CNN,GRAD,False
83,6.908443962426881,0.14264070958655986,,,SimulatedTrainingData_PostionalTime_Harmonic_F_50_TS_50.npy,PostionalTime,Harmonic,CNN,FO,True
84,7.116007765882017,0.08379734580859324,,,SimulatedTrainingData_PostionalTime_Harmonic_F_50_TS_50.npy,PostionalTime,Harmonic,CNN,SG,True
85,7.24650847184144,0.05537206619839535,,,SimulatedTrainingData_PostionalTime_Harmonic_F_50_TS_50.npy,PostionalTime,Harmonic,CNN,GS,True
86,6.968649839194109,0.1627418144732464,,,SimulatedTrainingData_PostionalTime_Harmonic_F_50_TS_50.npy,PostionalTime,Harmonic,CNN,IG,True
87,6.898913801351196,0.14198413988358943,,,SimulatedTrainingData_PostionalTime_Harmonic_F_50_TS_50.npy,PostionalTime,Harmonic,CNN,GRAD,True
88,7.642069997976779,0.009050087609390155,authentic_opposing_information,100,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,,
89,5.277961061633566,1.0137576480528179,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,FO,False
90,6.877179093034573,0.20470944357558815,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,SG,False
91,6.94408131984417,0.4058876790996603,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,GS,False
92,6.91015490606154,0.4074570897290701,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,IG,False
93,6.7895187559609536,0.6484754520600969,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,GRAD,False
94,3.8116553702084808,2.0028399445686444,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,FO,True
95,6.758504421899994,0.3644400597125499,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,SG,True
96,2.7152490366650075,1.65842898912252,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,GS,True
97,6.154543254855354,1.0486479819405303,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,IG,True
98,5.230670783071472,1.3773509267769803,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,GRAD,True
99,7.640169220000222,0.015976214016082874,authentic_opposing_information,100,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,,
100,7.245789609547697,0.3441835839287328,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,FO,False
101,7.0991308398603605,0.5165230292677054,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,SG,False
102,7.143733357632153,0.24936011934776536,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,GS,False
103,7.056762637491417,0.24851587399430783,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,IG,False
104,6.663263473157132,0.7961346851840859,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,GRAD,False
105,6.277019412793351,0.5403999731516281,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,FO,True
106,6.2724613097182855,0.807785897031652,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,SG,True
107,5.973498102619201,1.5677609181187673,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,GS,True
108,6.805316539196002,0.23843100062755984,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,IG,True
109,6.103924323312436,0.7507413221987741,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,GRAD,True
110,7.63909813041961,0.015871274251444762,authentic_opposing_information,100,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,,
111,7.4413915128379715,0.07748179708952489,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,FO,False
112,7.372496329610445,0.09322645152627236,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,SG,False
113,7.082762912364589,0.06306956606405455,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,GS,False
114,7.043786108888232,0.06357817536407709,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,IG,False
115,7.247700423087831,0.1405499453355687,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,GRAD,False
116,6.805719053764237,0.11574247521970343,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,FO,True
117,7.138553417712936,0.08023001331187143,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,SG,True
118,7.221967655642874,0.04734129877587837,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,GS,True
119,6.845805318999491,0.13940663169893266,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,IG,True
120,6.762818108021141,0.17209606499576177,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,GRAD,True
121,7.640162917878188,0.019962434546497286,authentic_opposing_information,100,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,,
122,7.2219204437303945,0.278581423015324,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,FO,False
123,6.715933392562516,0.2220335495747819,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,SG,False
124,7.156529860159196,0.16754756002879936,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,GS,False
125,7.220444821117729,0.082702665029901,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,IG,False
126,6.967050065439677,0.28156022776665507,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,GRAD,False
127,5.343874347949762,1.2197102492290024,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,FO,True
128,6.5904858743361485,0.8235177013498312,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,SG,True
129,6.023388805124102,0.953533936826604,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,GS,True
130,6.392351949509861,0.9201896671956897,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,IG,True
131,5.4342901853420305,1.1821303976981261,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,GRAD,True
132,7.593894752256013,0.007420217031774826,authentic_opposing_information,100,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,,
133,5.420520341143459,1.43409611722016,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,FO,False
134,7.193370957837817,0.24833620406312298,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,SG,False
135,6.973107538926494,0.26002038617744716,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,GS,False
136,6.9632653782222445,0.21542786593648874,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,IG,False
137,6.786277858765847,0.7096684033529783,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,GRAD,False
138,5.862760092940269,0.7692216738828784,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,FO,True
139,6.469506401641295,0.5632887117471751,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,SG,True
140,3.9757100342770726,1.689530349198629,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,GS,True
141,6.035092558259165,1.2655653236213473,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,IG,True
142,5.648532341915997,1.3770328331618957,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,GRAD,True
143,7.592470789310984,0.007625154721884279,authentic_opposing_information,100,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,,
144,7.38779077720203,0.1205910338006909,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,FO,False
145,7.316760045536746,0.23514931031374994,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,SG,False
146,7.135975492747131,0.20923418168160826,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,GS,False
147,7.086435821104767,0.21103980074889128,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,IG,False
148,7.273515309492344,0.2674269021396973,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,GRAD,False
149,6.799728005182099,0.3591148101569022,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,FO,True
150,7.160608862614969,0.07113437474141157,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,SG,True
151,7.2280289207929425,0.05115333400189419,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,GS,True
152,6.834616694762589,0.28945716454158216,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,IG,True
153,6.433237616611547,0.546251671943823,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,GRAD,True
154,7.60632356842243,0.023376273652549014,authentic_opposing_information,100,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,,
155,7.3392622193016335,0.3446257536047713,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,FO,False
156,6.931703856279311,0.24100287873452156,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,SG,False
157,7.211579085642114,0.08554453181938719,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,GS,False
158,7.166256535105736,0.19132309708880738,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,IG,False
159,7.13223168970909,0.39203789624407664,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,GRAD,False
160,6.2975473048734205,0.6696768714454951,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,FO,True
161,6.77055349247294,0.18134591314058096,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,SG,True
162,6.155752304442436,1.1866976109683987,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,GS,True
163,6.504675337771874,0.40230719532881537,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,IG,True
164,6.102168786341872,0.8508763911832254,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,GRAD,True
165,7.639617115071035,0.021901735434936412,authentic_opposing_information,100,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,LSTM,,
166,7.324488963688054,0.18166209650404722,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,LSTM,FO,False
167,6.8002292694089475,0.15894112705050376,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,LSTM,SG,False
168,7.122772945964866,0.24472680912241637,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,LSTM,GS,False
169,7.012048767721268,0.3018417684403753,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,LSTM,IG,False
170,6.420305522652535,0.5287049297269534,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,LSTM,GRAD,False
171,6.1921083705232025,0.8925795036147293,,,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,PostionalTime,PseudoPeriodic,LSTM,FO,True
