,model,name,acc,f1,prec,rec,auc
19,LSTM_ATT,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,0.99,0.99,1.0,0.9782608695652174,0.9909090909090909
20,CNN,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
21,LSTM,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
22,LSTM_ATT,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
23,CNN,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
24,LSTM,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
25,LSTM_ATT,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,0.5,0.5,0.0,0.0,0.5
26,CNN,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
27,LSTM,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
28,LSTM_ATT,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,0.99,0.99,0.979591836734694,1.0,0.9897959183673468
29,CNN,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
30,LSTM,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
31,LSTM_ATT,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_50_TS_50.npy,0.99,0.99,0.9814814814814816,1.0,0.9907407407407408
32,CNN,SimulatedTrainingData_Moving_Middle_PseudoPeriodic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
33,LSTM,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_50_TS_50.npy,0.82,0.82,0.8181818181818182,0.8490566037735849,0.8202020202020203
34,LSTM_ATT,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_50_TS_50.npy,0.8,0.8000000000000002,0.8181818181818182,0.8181818181818182,0.7979797979797981
35,CNN,SimulatedTrainingData_Moving_RareFeature_AutoRegressive_F_50_TS_50.npy,0.55,0.55,1.0,0.55,0.5
36,LSTM,SimulatedTrainingData_Moving_RareFeature_Box_F_50_TS_50.npy,0.45,0.45,1.0,0.45,0.5
37,LSTM_ATT,SimulatedTrainingData_Moving_RareFeature_Box_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
38,CNN,SimulatedTrainingData_Moving_RareFeature_Box_F_50_TS_50.npy,0.99,0.99,1.0,0.9782608695652174,0.9909090909090909
39,LSTM,SimulatedTrainingData_Moving_RareFeature_CAR_F_50_TS_50.npy,0.46,0.46,0.1632653061224489,0.3809523809523809,0.4541816726690676
40,LSTM_ATT,SimulatedTrainingData_Moving_RareFeature_CAR_F_50_TS_50.npy,0.52,0.52,0.0204081632653061,1.0,0.5102040816326531
41,CNN,SimulatedTrainingData_Moving_RareFeature_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
42,LSTM,SimulatedTrainingData_Moving_RareFeature_Harmonic_F_50_TS_50.npy,0.95,0.95,0.9074074074074074,1.0,0.9537037037037036
43,LSTM_ATT,SimulatedTrainingData_Moving_RareFeature_Harmonic_F_50_TS_50.npy,0.99,0.99,1.0,0.9818181818181818,0.9891304347826088
44,CNN,SimulatedTrainingData_Moving_RareFeature_Harmonic_F_50_TS_50.npy,0.99,0.99,1.0,0.9818181818181818,0.9891304347826088
45,LSTM,SimulatedTrainingData_Moving_RareFeature_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
46,LSTM_ATT,SimulatedTrainingData_Moving_RareFeature_NARMA_F_50_TS_50.npy,0.46,0.46,0.0,0.0,0.5
47,CNN,SimulatedTrainingData_Moving_RareFeature_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
48,LSTM,SimulatedTrainingData_Moving_RareFeature_PseudoPeriodic_F_50_TS_50.npy,0.41,0.41,0.8974358974358975,0.3888888888888889,0.4978982765868012
49,LSTM_ATT,SimulatedTrainingData_Moving_RareFeature_PseudoPeriodic_F_50_TS_50.npy,0.96,0.96,0.9743589743589745,0.926829268292683,0.962589323245061
50,CNN,SimulatedTrainingData_Moving_RareFeature_PseudoPeriodic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
51,LSTM,SimulatedTrainingData_Moving_RareTime_AutoRegressive_F_50_TS_50.npy,0.88,0.88,0.9183673469387756,0.8490566037735849,0.880752300920368
52,LSTM_ATT,SimulatedTrainingData_Moving_RareTime_AutoRegressive_F_50_TS_50.npy,0.99,0.99,1.0,0.98,0.9901960784313724
53,CNN,SimulatedTrainingData_Moving_RareTime_AutoRegressive_F_50_TS_50.npy,0.92,0.92,0.9387755102040816,0.9019607843137256,0.9203681472589036
54,LSTM,SimulatedTrainingData_Moving_RareTime_CAR_F_50_TS_50.npy,0.52,0.52,1.0,0.52,0.5
55,LSTM_ATT,SimulatedTrainingData_Moving_RareTime_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
56,CNN,SimulatedTrainingData_Moving_RareTime_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
57,LSTM,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,0.98,0.98,0.979591836734694,0.979591836734694,0.9799919967987194
58,LSTM_ATT,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
59,CNN,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
60,LSTM,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
61,LSTM_ATT,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
62,CNN,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
63,LSTM,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,0.5,0.5,1.0,0.5,0.5
64,LSTM_ATT,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,0.99,0.99,0.98,1.0,0.99
65,CNN,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,0.97,0.97,0.98,0.9607843137254902,0.97
66,LSTM,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,0.61,0.61,0.3260869565217391,0.6521739130434783,0.5889694041867956
67,LSTM_ATT,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,0.88,0.88,0.8695652173913043,0.8695652173913043,0.8792270531400965
68,CNN,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,0.91,0.91,0.8913043478260869,0.9111111111111112,0.9086151368760064
69,LSTM,SimulatedTrainingData_Moving_SmallMiddle_Box_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
70,LSTM_ATT,SimulatedTrainingData_Moving_SmallMiddle_Box_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
71,CNN,SimulatedTrainingData_Moving_SmallMiddle_Box_F_50_TS_50.npy,0.55,0.55,0.0,0.0,0.5
72,LSTM,SimulatedTrainingData_Moving_SmallMiddle_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
73,LSTM_ATT,SimulatedTrainingData_Moving_SmallMiddle_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
74,CNN,SimulatedTrainingData_Moving_SmallMiddle_CAR_F_50_TS_50.npy,0.45,0.45,1.0,0.45,0.5
75,LSTM,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,0.89,0.89,0.9318181818181818,0.8367346938775511,0.8944805194805195
76,LSTM_ATT,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,0.99,0.99,1.0,0.9777777777777776,0.9910714285714284
77,CNN,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
78,LSTM,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,0.45,0.45,1.0,0.4444444444444444,0.5089285714285714
79,LSTM_ATT,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,0.99,0.99,0.9772727272727272,1.0,0.9886363636363636
80,CNN,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
81,LSTM,SimulatedTrainingData_Moving_Middle_Harmonic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
82,LSTM_ATT,SimulatedTrainingData_Moving_Middle_Harmonic_F_50_TS_50.npy,0.5,0.5,0.0,0.0,0.5
83,CNN,SimulatedTrainingData_Moving_Middle_Harmonic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
84,LSTM,SimulatedTrainingData_Moving_RareTime_Box_F_50_TS_50.npy,0.93,0.93,1.0,0.8771929824561403,0.93
85,LSTM_ATT,SimulatedTrainingData_Moving_RareTime_Box_F_50_TS_50.npy,0.99,0.99,0.98,1.0,0.99
86,CNN,SimulatedTrainingData_Moving_RareTime_Box_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
87,LSTM,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,0.51,0.51,0.76,0.5066666666666667,0.51
88,LSTM_ATT,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,0.73,0.7299999999999999,1.0,0.6493506493506493,0.73
89,CNN,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,0.94,0.94,0.88,1.0,0.94
90,LSTM,SimulatedTrainingData_PostionalTime_Harmonic_F_50_TS_50.npy,0.47,0.47,0.0,0.0,0.5
91,LSTM_ATT,SimulatedTrainingData_PostionalTime_Harmonic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
92,CNN,SimulatedTrainingData_PostionalTime_Harmonic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
93,LSTM,SimulatedTrainingData_PostionalFeature_AutoRegressive_F_50_TS_50.npy,0.97,0.97,1.0,0.9333333333333332,0.9741379310344828
94,LSTM_ATT,SimulatedTrainingData_PostionalFeature_AutoRegressive_F_50_TS_50.npy,0.88,0.88,0.9523809523809524,0.8,0.8899835796387521
95,CNN,SimulatedTrainingData_PostionalFeature_AutoRegressive_F_50_TS_50.npy,0.42,0.4199999999999999,1.0,0.42,0.5
96,LSTM,SimulatedTrainingData_PostionalFeature_Box_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
97,LSTM_ATT,SimulatedTrainingData_PostionalFeature_Box_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
98,CNN,SimulatedTrainingData_PostionalFeature_Box_F_50_TS_50.npy,0.48,0.48,0.0,0.0,0.5
99,LSTM,SimulatedTrainingData_PostionalFeature_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
100,LSTM_ATT,SimulatedTrainingData_PostionalFeature_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
101,CNN,SimulatedTrainingData_PostionalFeature_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
102,LSTM,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
103,LSTM_ATT,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,0.48,0.48,0.0,0.0,0.5
104,CNN,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,0.98,0.98,1.0,0.9629629629629628,0.9791666666666669
105,LSTM,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
106,LSTM_ATT,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,0.68,0.68,0.4716981132075472,0.8620689655172413,0.6932958651144119
107,CNN,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
108,LSTM,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
109,LSTM_ATT,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,0.51,0.51,1.0,0.51,0.5
110,CNN,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,0.51,0.51,1.0,0.51,0.5
111,LSTM,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,0.99,0.99,1.0,0.9787234042553192,0.9907407407407408
112,LSTM_ATT,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
113,CNN,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,0.98,0.98,0.9782608695652174,0.9782608695652174,0.9798711755233496
114,LSTM,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
115,LSTM_ATT,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
116,CNN,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,0.55,0.55,1.0,0.55,0.5
117,LSTM,SimulatedTrainingData_PostionalTime_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
118,LSTM_ATT,SimulatedTrainingData_PostionalTime_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
119,CNN,SimulatedTrainingData_PostionalTime_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
120,LSTM,SimulatedTrainingData_PostionalTime_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
121,LSTM_ATT,SimulatedTrainingData_PostionalTime_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
122,CNN,SimulatedTrainingData_PostionalTime_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
123,LSTM,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
124,LSTM_ATT,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
125,CNN,SimulatedTrainingData_PostionalTime_PseudoPeriodic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
126,LSTM,SimulatedTrainingData_RareFeature_AutoRegressive_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
127,LSTM_ATT,SimulatedTrainingData_RareFeature_AutoRegressive_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
128,CNN,SimulatedTrainingData_RareFeature_AutoRegressive_F_50_TS_50.npy,0.47,0.47,0.0,0.0,0.5
129,LSTM,SimulatedTrainingData_RareFeature_Box_F_50_TS_50.npy,0.99,0.99,0.98,1.0,0.99
130,LSTM_ATT,SimulatedTrainingData_RareFeature_Box_F_50_TS_50.npy,0.99,0.99,0.98,1.0,0.99
131,CNN,SimulatedTrainingData_RareFeature_Box_F_50_TS_50.npy,0.5,0.5,1.0,0.5,0.5
132,LSTM,SimulatedTrainingData_RareFeature_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
133,LSTM_ATT,SimulatedTrainingData_RareFeature_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
134,CNN,SimulatedTrainingData_RareFeature_CAR_F_50_TS_50.npy,0.45,0.45,0.0,0.0,0.5
135,LSTM,SimulatedTrainingData_RareFeature_Harmonic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
136,LSTM_ATT,SimulatedTrainingData_RareFeature_Harmonic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
137,CNN,SimulatedTrainingData_RareFeature_Harmonic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
138,LSTM,SimulatedTrainingData_RareFeature_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
139,LSTM_ATT,SimulatedTrainingData_RareFeature_NARMA_F_50_TS_50.npy,0.41,0.41,1.0,0.41,0.5
140,CNN,SimulatedTrainingData_RareFeature_NARMA_F_50_TS_50.npy,0.59,0.59,0.0,0.0,0.5
141,LSTM,SimulatedTrainingData_RareFeature_PseudoPeriodic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
142,LSTM_ATT,SimulatedTrainingData_RareFeature_PseudoPeriodic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
143,CNN,SimulatedTrainingData_RareFeature_PseudoPeriodic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
144,LSTM,SimulatedTrainingData_RareTime_AutoRegressive_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
145,LSTM_ATT,SimulatedTrainingData_RareTime_AutoRegressive_F_50_TS_50.npy,0.99,0.99,1.0,0.9777777777777776,0.9910714285714284
146,CNN,SimulatedTrainingData_RareTime_AutoRegressive_F_50_TS_50.npy,0.44,0.44,1.0,0.44,0.5
147,LSTM,SimulatedTrainingData_RareTime_Box_F_50_TS_50.npy,0.5,0.5,0.9,0.5,0.5
148,LSTM_ATT,SimulatedTrainingData_RareTime_Box_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
149,CNN,SimulatedTrainingData_RareTime_Box_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
150,LSTM,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
151,LSTM_ATT,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
152,CNN,SimulatedTrainingData_RareTime_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
153,LSTM,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,0.46,0.46,0.1578947368421052,0.6,0.5091799265605875
154,LSTM_ATT,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,0.99,0.99,0.9824561403508772,1.0,0.9912280701754386
155,CNN,SimulatedTrainingData_RareTime_Harmonic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
156,LSTM,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
157,LSTM_ATT,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,0.99,0.99,0.9821428571428572,1.0,0.9910714285714286
158,CNN,SimulatedTrainingData_RareTime_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
159,LSTM,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,0.55,0.55,0.5714285714285714,0.5384615384615384,0.5504201680672269
160,LSTM_ATT,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,0.51,0.51,0.0,0.0,0.5
161,CNN,SimulatedTrainingData_RareTime_PseudoPeriodic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
162,LSTM,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_50_TS_50.npy,0.65,0.65,0.4545454545454545,0.8333333333333334,0.6717171717171717
163,LSTM_ATT,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_50_TS_50.npy,0.96,0.96,0.9818181818181818,0.9473684210526316,0.9575757575757576
164,CNN,SimulatedTrainingData_SmallMiddle_AutoRegressive_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
165,LSTM,SimulatedTrainingData_SmallMiddle_Box_F_50_TS_50.npy,0.5,0.5,0.5106382978723404,0.4705882352941176,0.5006021678040947
166,LSTM_ATT,SimulatedTrainingData_SmallMiddle_Box_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
167,CNN,SimulatedTrainingData_SmallMiddle_Box_F_50_TS_50.npy,0.53,0.53,0.0,0.0,0.5
168,LSTM,SimulatedTrainingData_SmallMiddle_CAR_F_50_TS_50.npy,0.51,0.51,0.0208333333333333,0.3333333333333333,0.4911858974358974
169,LSTM_ATT,SimulatedTrainingData_SmallMiddle_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
170,CNN,SimulatedTrainingData_SmallMiddle_CAR_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
171,LSTM,SimulatedTrainingData_SmallMiddle_Harmonic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
172,LSTM_ATT,SimulatedTrainingData_SmallMiddle_Harmonic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
173,CNN,SimulatedTrainingData_SmallMiddle_Harmonic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
174,LSTM,SimulatedTrainingData_SmallMiddle_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
175,LSTM_ATT,SimulatedTrainingData_SmallMiddle_NARMA_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
176,CNN,SimulatedTrainingData_SmallMiddle_NARMA_F_50_TS_50.npy,0.54,0.54,0.0,0.0,0.5
177,LSTM,SimulatedTrainingData_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
178,LSTM_ATT,SimulatedTrainingData_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,1.0,1.0,1.0,1.0,1.0
179,CNN,SimulatedTrainingData_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,0.99,0.99,1.0,0.9791666666666666,0.9905660377358491
